external_commit,external_file,external_line,external_address,external_symbol,explicit_size,base_pdata_size,candidate_kind,candidate_addresses,reciprocal_unique_candidate,candidate_registered,status,confidence,action
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42203,0x82172ED0,ProcessAndProcessAndProcess1280_82172ED0,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,46099,0x82172EE8,ProcessAndProcessAndProcess2254_82172EE8,,0x00000074,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,27658,0x82173CC0,GetField568_82173CC0,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,30985,0x82173E60,CopyValueAndZeroField_82173E60,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,44111,0x82173E78,ProcessAndProcessAndProcess1757_82173E78,,0x00000040,raw-exact,0x82174050,0x82174050,0x82174050,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,36741,0x82174D38,ProcessAndProcessAndProcess_82174D38,,0x000001D4,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,45567,0x82175020,ProcessAndProcessAndProcess2121_82175020,,0x000000B8,branch-normalized,0x82175258;0x8231AC38,,0x82175258;0x8231AC38,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,45599,0x821756E0,ProcessAndProcessAndProcess2129_821756E0,,0x000000A0,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,45707,0x82175780,ProcessAndProcessAndProcess2156_82175780,,0x000000A8,branch-normalized,0x821759B8,0x821759B8,0x821759B8,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,4356,0x82175DE0,UpdateRegion_82175DE0,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42207,0x82177590,ProcessAndProcessAndProcess1281_82177590,,0x00000194,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,43555,0x821781C8,ProcessAndProcessAndProcess1618_821781C8,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,34548,0x82179420,ProcessAndQueryAndProcess_82179420,,0x000000BC,branch-normalized,0x82179650,0x82179650,0x82179650,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,369,0x82179FB0,KeWaitForMultipleObjects_NoApcRetry,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42211,0x82179FB8,ProcessAndProcessAndProcess1282_82179FB8,,0x000000C8,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
